****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
       217    71.728     3.329     4.374     1.676    -5.676    26.843    71.728  1024.616     1.394    31.565     7.927     0.066    35.864
       218    73.162     3.373     4.423     1.687    -5.610    27.371    73.162  1024.622     1.367    31.573     7.928     0.066    36.581
       219    74.625     3.418     4.474     1.698    -5.543    27.907    74.625  1024.629     1.340    31.581     7.930     0.066    37.312
       220    76.117     3.463     4.525     1.708    -5.475    28.450    76.117  1024.635     1.314    31.590     7.931     0.066    38.058
       221    77.638     3.509     4.576     1.719    -5.408    29.001    77.638  1024.641     1.288    31.598     7.932     0.066    38.819
       222    79.191     3.556     4.627     1.729    -5.339    29.560    79.191  1024.647     1.263    31.606     7.934     0.066    39.595
       223    80.774     3.603     4.679     1.740    -5.271    30.127    80.774  1024.653     1.238    31.613     7.935     0.067    40.387
       224    82.389     3.650     4.732     1.750    -5.201    30.702    82.389  1024.658     1.214    31.621     7.936     0.067    41.195
       225    84.036     3.698     4.785     1.760    -5.132    31.285    84.036  1024.664     1.190    31.628     7.938     0.067    42.018
       226    85.717     3.747     4.838     1.770    -5.061    31.876    85.717  1024.670     1.167    31.636     7.939     0.067    42.858
       227    87.431     3.796     4.892     1.781    -4.990    32.475    87.431  1024.675     1.144    31.643     7.940     0.067    43.715
       228    89.179     3.846     4.947     1.791    -4.919    33.082    89.179  1024.680     1.121    31.650     7.941     0.068    44.589
       229    90.962     3.896     5.001     1.801    -4.847    33.698    90.962  1024.686     1.099    31.657     7.942     0.068    45.481
       230    92.781     3.947     5.057     1.811    -4.775    34.322    92.781  1024.691     1.078    31.663     7.944     0.068    46.390
       231    94.636     3.998     5.113     1.821    -4.702    34.954    94.636  1024.696     1.057    31.670     7.945     0.068    47.318
       232    96.528     4.050     5.169     1.830    -4.629    35.596    96.528  1024.701     1.036    31.676     7.946     0.068    48.264
       233    98.458     4.102     5.226     1.840    -4.555    36.245    98.458  1024.705     1.016    31.683     7.947     0.068    49.229
       234   100.427     4.155     5.283     1.850    -4.480    36.904   100.427  1024.710     0.996    31.689     7.948     0.069    50.213
       235   102.435     4.209     5.341     1.860    -4.406    37.571   102.435  1024.715     0.976    31.695     7.949     0.069    51.217
       236   104.483     4.263     5.399     1.869    -4.330    38.248   104.483  1024.719     0.957    31.701     7.950     0.069    52.242
       237   106.572     4.318     5.458     1.879    -4.254    38.933   106.572  1024.724     0.938    31.707     7.951     0.069    53.286
       238   108.703     4.373     5.518     1.888    -4.178    39.628   108.703  1024.728     0.920    31.713     7.952     0.069    54.352
       239   110.877     4.429     5.578     1.898    -4.101    40.331   110.877  1024.732     0.902    31.718     7.953     0.070    55.438
       240   113.094     4.486     5.639     1.907    -4.024    41.044   113.094  1024.737     0.884    31.724     7.954     0.070    56.547
       241   115.355     4.543     5.700     1.916    -3.946    41.766   115.355  1024.741     0.867    31.729     7.955     0.070    57.678
       242   117.662     4.601     5.762     1.925    -3.867    42.498   117.662  1024.745     0.850    31.735     7.955     0.070    58.831
       243   120.015     4.660     5.824     1.934    -3.789    43.237   120.015  1024.748     0.833    31.740     7.958     0.071    60.007
       244   122.415     4.720     5.886     1.943    -3.710    43.982   122.415  1024.752     0.817    31.745     7.964     0.072    61.207
       245   124.863     4.784     5.949     1.952    -3.632    44.731   124.863  1024.754     0.801    31.750     7.973     0.072    62.431
       246   127.360     4.850     6.012     1.961    -3.555    45.481   127.360  1024.756     0.785    31.755     7.985     0.073    63.680
       247   129.907     4.920     6.074     1.970    -3.479    46.231   129.907  1024.758     0.770    31.760     8.000     0.073    64.953
       248   132.505     4.993     6.137     1.978    -3.404    46.982   132.505  1024.759     0.755    31.764     8.018     0.074    66.252
       249   135.155     5.069     6.199     1.986    -3.330    47.733   135.155  1024.760     0.740    31.769     8.038     0.074    67.577
       250   137.648     5.144     6.256     1.994    -3.263    48.426   137.648  1024.760     0.726    31.773     8.059     0.075    68.824
---------------------------- Plume traps -----------------------------
       251   139.931     5.216     6.307     2.000    -3.205    49.042   139.931  1024.760     0.715    31.777     8.079     0.076    69.965
       252   142.017     5.283     6.352     2.006    -3.154    49.591   142.017  1024.760     0.704    31.780     8.100     0.076    71.009
       253   143.952     5.346     6.393     2.011    -3.108    50.088   143.952  1024.759     0.695    31.783     8.120     0.076    71.976
       254   145.770     5.405     6.431     2.016    -3.067    50.546   145.770  1024.758     0.686    31.786     8.140     0.077    72.885
       255   147.499     5.462     6.466     2.020    -3.029    50.976   147.499  1024.758     0.678    31.788     8.159     0.077    73.750
       256   149.157     5.517     6.500     2.024    -2.993    51.382   149.157  1024.757     0.670    31.791     8.178     0.077    74.579
       257   150.757     5.571     6.532     2.028    -2.960    51.768   150.757  1024.756     0.663    31.793     8.197     0.078    75.378
------------------------- merging happened ---------------------------
       258   152.306     5.623     6.562     2.031    -2.928    52.138   152.306  1024.755     0.657    31.795     8.215     0.078    76.153
       259   153.668     5.672     6.591     2.035    -2.899    52.494   153.668  1024.754     0.651    31.797     8.232     0.078    76.153
       260   155.017     5.722     6.621     2.038    -2.869    52.859   155.017  1024.753     0.645    31.799     8.248     0.078    76.326
       261   156.331     5.774     6.651     2.042    -2.839    53.220   156.331  1024.752     0.640    31.800     8.265     0.078    77.135
       262   157.626     5.828     6.680     2.045    -2.811    53.574   157.626  1024.750     0.634    31.802     8.281     0.079    77.943
       263   158.845     5.881     6.708     2.048    -2.784    53.917   158.845  1024.749     0.630    31.803     8.297     0.079    78.717
       264   160.015     5.935     6.736     2.051    -2.758    54.255   160.015  1024.748     0.625    31.805     8.312     0.079    79.469
       265   161.123     5.987     6.763     2.055    -2.732    54.588   161.123  1024.747     0.621    31.806     8.326     0.079    80.191
       266   162.186     6.039     6.790     2.058    -2.707    54.918   162.186  1024.746     0.617    31.807     8.341     0.080    80.892
       267   163.197     6.091     6.816     2.060    -2.683    55.243   163.197  1024.745     0.613    31.809     8.354     0.080    81.569
       268   164.164     6.142     6.843     2.063    -2.659    55.565   164.164  1024.744     0.609    31.810     8.367     0.080    82.224
       269   165.084     6.193     6.869     2.066    -2.637    55.882   165.084  1024.743     0.606    31.811     8.380     0.080    82.857
       270   165.961     6.243     6.894     2.069    -2.614    56.195   165.961  1024.742     0.603    31.812     8.392     0.080    83.469
       271   166.796     6.292     6.920     2.072    -2.593    56.504   166.796  1024.741     0.600    31.813     8.404     0.080    84.059
       272   167.592     6.340     6.945     2.074    -2.571    56.809   167.592  1024.740     0.597    31.814     8.415     0.081    84.629
       273   168.349     6.388     6.969     2.077    -2.551    57.109   168.349  1024.739     0.594    31.815     8.426     0.081    85.180
       274   169.069     6.435     6.993     2.080    -2.531    57.405   169.069  1024.738     0.591    31.815     8.436     0.081    85.712
---------------------------- Plume surfaces --------------------------
       275   169.754     6.481     7.017     2.082    -2.512    57.696   169.754  1024.737     0.589    31.816     8.446     0.081    86.225
       276   170.407     6.527     7.041     2.085    -2.493    57.983   170.407  1024.736     0.587    31.817     8.456     0.081    86.721
       277   171.027     6.572     7.064     2.087    -2.475    58.266   171.027  1024.735     0.585    31.817     8.465     0.081    87.200
       278   171.618     6.616     7.087     2.090    -2.457    58.544   171.618  1024.735     0.583    31.818     8.474     0.081    87.663
       279   172.180     6.660     7.109     2.092    -2.440    58.818   172.180  1024.734     0.581    31.819     8.482     0.082    88.111
       280   172.716     6.702     7.131     2.094    -2.423    59.088   172.716  1024.733     0.579    31.819     8.490     0.082    88.544
       281   173.226     6.744     7.153     2.097    -2.407    59.354   173.226  1024.732     0.577    31.820     8.498     0.082    88.962
       282   173.712     6.786     7.174     2.099    -2.392    59.615   173.712  1024.732     0.576    31.820     8.505     0.082    89.368
       283   174.175     6.826     7.195     2.101    -2.377    59.873   174.175  1024.731     0.574    31.821     8.512     0.082    89.760
       284   174.617     6.866     7.216     2.103    -2.362    60.126   174.617  1024.730     0.573    31.821     8.519     0.082    90.140
       285   175.038     6.906     7.237     2.105    -2.348    60.376   175.038  1024.730     0.571    31.822     8.526     0.082    90.508
       286   175.441     6.945     7.257     2.107    -2.334    60.622   175.441  1024.729     0.570    31.822     8.532     0.082    90.866
       287   175.825     6.983     7.276     2.109    -2.320    60.864   175.825  1024.728     0.569    31.822     8.538     0.082    91.212
       288   176.192     7.020     7.296     2.111    -2.307    61.103   176.192  1024.728     0.568    31.823     8.544     0.083    91.549
       289   176.542     7.057     7.315     2.113    -2.295    61.338   176.542  1024.727     0.566    31.823     8.550     0.083    91.875
       290   176.878     7.094     7.334     2.115    -2.282    61.570   176.878  1024.727     0.565    31.823     8.555     0.083    92.193
       291   177.199     7.129     7.353     2.117    -2.271    61.798   177.199  1024.726     0.564    31.824     8.560     0.083    92.502
       292   177.506     7.165     7.371     2.119    -2.259    62.024   177.506  1024.726     0.563    31.824     8.565     0.083    92.802
       293   177.800     7.199     7.389     2.121    -2.248    62.246   177.800  1024.725     0.562    31.824     8.570     0.083    93.094
       294   178.082     7.233     7.407     2.123    -2.237    62.465   178.082  1024.725     0.562    31.825     8.574     0.083    93.378
       295   178.352     7.267     7.425     2.124    -2.226    62.681   178.352  1024.724     0.561    31.825     8.579     0.083    93.655
       296   178.611     7.300     7.443     2.126    -2.216    62.894   178.611  1024.724     0.560    31.825     8.583     0.083    93.924
       297   178.860     7.332     7.460     2.128    -2.206    63.104   178.860  1024.724     0.559    31.825     8.587     0.083    94.187
       298   179.099     7.364     7.477     2.130    -2.197    63.311   179.099  1024.723     0.558    31.826     8.591     0.083    94.444
       299   179.328     7.396     7.493     2.131    -2.187    63.516   179.328  1024.723     0.558    31.826     8.595     0.084    94.693
       300   179.548     7.427     7.510     2.133    -2.178    63.719   179.548  1024.722     0.557    31.826     8.599     0.084    94.937
       301   179.760     7.457     7.526     2.135    -2.169    63.918   179.760  1024.722     0.556    31.826     8.602     0.084    95.175
       302   179.964     7.487     7.543     2.136    -2.161    64.116   179.964  1024.722     0.556    31.826     8.606     0.084    95.407
       303   180.160     7.517     7.559     2.138    -2.152    64.311   180.160  1024.721     0.555    31.827     8.609     0.084    95.634
       304   180.349     7.546     7.574     2.140    -2.144    64.504   180.349  1024.721     0.554    31.827     8.612     0.084    95.855
       305   180.530     7.575     7.590     2.141    -2.136    64.694   180.530  1024.721     0.554    31.827     8.615     0.084    96.072
       306   180.705     7.603     7.605     2.143    -2.129    64.882   180.705  1024.720     0.553    31.827     8.618     0.084    96.283
       307   180.874     7.631     7.621     2.144    -2.121    65.069   180.874  1024.720     0.553    31.827     8.621     0.084    96.490
       308   181.036     7.658     7.636     2.146    -2.114    65.253   181.036  1024.720     0.552    31.827     8.624     0.084    96.691
       309   181.193     7.685     7.651     2.147    -2.107    65.435   181.193  1024.719     0.552    31.828     8.627     0.084    96.889
       310   181.344     7.711     7.665     2.149    -2.100    65.616   181.344  1024.719     0.551    31.828     8.629     0.084    97.081
       311   181.489     7.737     7.680     2.150    -2.094    65.794   181.489  1024.719     0.551    31.828     8.632     0.084    97.270
       312   181.630     7.762     7.694     2.152    -2.087    65.971   181.630  1024.719     0.551    31.828     8.634     0.084    97.454
       313   181.765     7.787     7.709     2.153    -2.081    66.146   181.765  1024.718     0.550    31.828     8.637     0.084    97.634
       314   181.896     7.812     7.723     2.154    -2.075    66.320   181.896  1024.718     0.550    31.828     8.639     0.084    97.810
       315   182.023     7.836     7.737     2.156    -2.069    66.491   182.023  1024.718     0.549    31.828     8.641     0.084    97.982
       316   182.145     7.860     7.751     2.157    -2.063    66.662   182.145  1024.718     0.549    31.829     8.643     0.084    98.151
       317   182.262     7.883     7.765     2.159    -2.058    66.830   182.262  1024.717     0.549    31.829     8.646     0.085    98.315
       318   182.376     7.906     7.778     2.160    -2.053    66.997   182.376  1024.717     0.548    31.829     8.648     0.085    98.476
       319   182.486     7.928     7.792     2.161    -2.047    67.163   182.486  1024.717     0.548    31.829     8.649     0.085    98.633
       320   182.592     7.950     7.805     2.163    -2.042    67.327   182.592  1024.717     0.548    31.829     8.651     0.085    98.787
       321   182.695     7.972     7.819     2.164    -2.037    67.490   182.695  1024.716     0.547    31.829     8.653     0.085    98.937
       322   182.794     7.993     7.832     2.165    -2.033    67.652   182.794  1024.716     0.547    31.829     8.655     0.085    99.083
       323   182.890     8.014     7.845     2.166    -2.028    67.812   182.890  1024.716     0.547    31.829     8.657     0.085    99.227
       324   182.982     8.034     7.858     2.168    -2.023    67.972   182.982  1024.716     0.547    31.829     8.658     0.085    99.366
       325   183.072     8.054     7.871     2.169    -2.019    68.130   183.072  1024.716     0.546    31.829     8.660     0.085    99.503
       326   183.158     8.073     7.884     2.170    -2.015    68.287   183.158  1024.716     0.546    31.829     8.662     0.085    99.636
       327   183.242     8.092     7.897     2.172    -2.011    68.442   183.242  1024.715     0.546    31.830     8.663     0.085    99.767
       328   183.322     8.111     7.909     2.173    -2.007    68.597   183.322  1024.715     0.545    31.830     8.664     0.085    99.893
       329   183.400     8.129     7.922     2.174    -2.003    68.750   183.400  1024.715     0.545    31.830     8.666     0.085   100.017
       330   183.475     8.147     7.935     2.175    -1.999    68.903   183.475  1024.715     0.545    31.830     8.667     0.085   100.138
       331   183.548     8.164     7.947     2.177    -1.996    69.055   183.548  1024.715     0.545    31.830     8.669     0.085   100.255
       332   183.618     8.181     7.959     2.178    -1.992    69.205   183.618  1024.715     0.545    31.830     8.670     0.085   100.370
       333   183.686     8.198     7.972     2.179    -1.989    69.355   183.686  1024.715     0.544    31.830     8.671     0.085   100.482
       334   183.751     8.214     7.984     2.180    -1.985    69.504   183.751  1024.714     0.544    31.830     8.672     0.085   100.590
       335   183.815     8.230     7.996     2.181    -1.982    69.653   183.815  1024.714     0.544    31.830     8.673     0.085   100.696
       336   183.876     8.245     8.008     2.183    -1.979    69.801   183.876  1024.714     0.544    31.830     8.674     0.085   100.799
       337   183.935     8.260     8.020     2.184    -1.976    69.948   183.935  1024.714     0.544    31.830     8.676     0.085   100.899
       338   183.992     8.274     8.032     2.185    -1.973    70.095   183.992  1024.714     0.544    31.830     8.677     0.085   100.996
       339   184.047     8.288     8.044     2.186    -1.971    70.241   184.047  1024.714     0.543    31.830     8.678     0.085   101.090
       340   184.100     8.302     8.056     2.187    -1.968    70.387   184.100  1024.714     0.543    31.830     8.679     0.085   101.181
       341   184.151     8.315     8.068     2.188    -1.965    70.532   184.151  1024.714     0.543    31.830     8.680     0.085   101.270
       342   184.201     8.328     8.080     2.190    -1.963    70.677   184.201  1024.713     0.543    31.830     8.680     0.085   101.356
       343   184.248     8.341     8.092     2.191    -1.961    70.821   184.248  1024.713     0.543    31.831     8.681     0.085   101.439
       344   184.294     8.353     8.103     2.192    -1.958    70.964   184.294  1024.713     0.543    31.831     8.682     0.085   101.519
       345   184.337     8.364     8.115     2.193    -1.956    71.108   184.337  1024.713     0.542    31.831     8.683     0.085   101.597
       346   184.379     8.376     8.127     2.194    -1.954    71.251   184.379  1024.713     0.542    31.831     8.684     0.085   101.672
       347   184.420     8.386     8.138     2.195    -1.952    71.393   184.420  1024.713     0.542    31.831     8.684     0.085   101.744
       348   184.458     8.397     8.150     2.196    -1.950    71.535   184.458  1024.713     0.542    31.831     8.685     0.085   101.813
       349   184.495     8.407     8.162     2.198    -1.948    71.677   184.495  1024.713     0.542    31.831     8.686     0.085   101.880
       350   184.531     8.416     8.173     2.199    -1.947    71.818   184.531  1024.713     0.542    31.831     8.686     0.085   101.944
       351   184.564     8.426     8.185     2.200    -1.945    71.959   184.564  1024.713     0.542    31.831     8.687     0.085   102.005
       352   184.597     8.434     8.196     2.201    -1.943    72.099   184.597  1024.713     0.542    31.831     8.688     0.085   102.063
       353   184.627     8.443     8.208     2.202    -1.942    72.240   184.627  1024.713     0.542    31.831     8.688     0.085   102.119
       354   184.656     8.451     8.219     2.203    -1.941    72.380   184.656  1024.713     0.542    31.831     8.689     0.085   102.172
       355   184.684     8.458     8.231     2.204    -1.939    72.519   184.684  1024.713     0.541    31.831     8.689     0.085   102.222
       356   184.710     8.466     8.242     2.205    -1.938    72.659   184.710  1024.712     0.541    31.831     8.690     0.085   102.270
       357   184.734     8.472     8.254     2.207    -1.937    72.798   184.734  1024.712     0.541    31.831     8.690     0.085   102.315
       358   184.757     8.479     8.265     2.208    -1.936    72.937   184.757  1024.712     0.541    31.831     8.691     0.085   102.357
       359   184.779     8.485     8.276     2.209    -1.935    73.076   184.779  1024.712     0.541    31.831     8.691     0.085   102.397
       360   184.799     8.490     8.288     2.210    -1.934    73.214   184.799  1024.712     0.541    31.831     8.691     0.085   102.433
       361   184.817     8.495     8.299     2.211    -1.933    73.353   184.817  1024.712     0.541    31.831     8.692     0.085   102.468
       362   184.834     8.500     8.310     2.212    -1.932    73.491   184.834  1024.712     0.541    31.831     8.692     0.085   102.499
       363   184.850     8.504     8.322     2.213    -1.932    73.629   184.850  1024.712     0.541    31.831     8.692     0.085   102.528
       364   184.865     8.508     8.333     2.214    -1.931    73.767   184.865  1024.712     0.541    31.831     8.693     0.085   102.554
       365   184.878     8.512     8.344     2.215    -1.931    73.905   184.878  1024.712     0.541    31.831     8.693     0.085   102.577
       366   184.889     8.515     8.355     2.217    -1.930    74.042   184.889  1024.712     0.541    31.831     8.693     0.085   102.598
       367   184.899     8.517     8.367     2.218    -1.930    74.180   184.899  1024.712     0.541    31.831     8.693     0.085   102.616
       368   184.908     8.520     8.378     2.219    -1.930    74.318   184.908  1024.712     0.541    31.831     8.693     0.085   102.632
       369   184.915     8.522     8.389     2.220    -1.930    74.455   184.915  1024.712     0.541    31.831     8.693     0.085   102.644
       370   184.921     8.523     8.401     2.221    -1.930    74.592   184.921  1024.712     0.541    31.831     8.694     0.085   102.654
       371   184.926     8.524     8.412     2.222    -1.930    74.730   184.926  1024.712     0.541    31.831     8.694     0.085   102.662
---------------------- Local maximum rise or fall --------------------
       372   184.929     8.525     8.423     2.223    -1.930    74.867   184.929  1024.712     0.541    31.831     8.694     0.085   102.667
       373   184.932     8.525     8.434     2.224    -1.930    75.005   184.932  1024.712     0.541    31.831     8.694     0.085   102.669
       374   184.934     8.525     8.446     2.225    -1.930    75.142   184.934  1024.712     0.541    31.831     8.694     0.085   102.669
       375   184.935     8.524     8.457     2.226    -1.930    75.279   184.935  1024.712     0.541    31.831     8.694     0.085   102.669
       376   184.937     8.523     8.468     2.228    -1.931    75.417   184.937  1024.712     0.541    31.831     8.694     0.085   102.669
       377   184.940     8.522     8.479     2.229    -1.931    75.554   184.940  1024.712     0.541    31.831     8.694     0.085   102.669
       378   184.942     8.521     8.491     2.230    -1.932    75.692   184.942  1024.712     0.541    31.831     8.694     0.085   102.669
       379   184.945     8.519     8.502     2.231    -1.932    75.830   184.945  1024.712     0.541    31.831     8.694     0.085   102.669
       380   184.949     8.516     8.513     2.232    -1.933    75.968   184.949  1024.712     0.541    31.831     8.694     0.085   102.669
       381   184.953     8.514     8.525     2.233    -1.934    76.106   184.953  1024.712     0.541    31.831     8.694     0.085   102.669
       382   184.957     8.511     8.536     2.234    -1.935    76.244   184.957  1024.712     0.541    31.831     8.694     0.085   102.669
       383   184.961     8.508     8.547     2.235    -1.936    76.382   184.961  1024.712     0.541    31.831     8.694     0.085   102.669
       384   184.966     8.504     8.559     2.236    -1.937    76.521   184.966  1024.712     0.541    31.831     8.694     0.085   102.669
       385   184.972     8.500     8.570     2.238    -1.938    76.660   184.972  1024.712     0.541    31.831     8.694     0.085   102.669
       386   184.977     8.496     8.581     2.239    -1.939    76.799   184.977  1024.712     0.541    31.831     8.695     0.085   102.669
       387   184.984     8.491     8.593     2.240    -1.940    76.938   184.984  1024.712     0.541    31.831     8.695     0.085   102.669
       388   184.990     8.486     8.604     2.241    -1.942    77.077   184.990  1024.712     0.541    31.831     8.695     0.085   102.669
       389   184.997     8.481     8.616     2.242    -1.943    77.217   184.997  1024.712     0.541    31.831     8.695     0.085   102.669
       390   185.005     8.475     8.627     2.243    -1.945    77.357   185.005  1024.712     0.541    31.831     8.695     0.085   102.669
       391   185.012     8.469     8.639     2.244    -1.946    77.498   185.012  1024.712     0.541    31.831     8.695     0.085   102.669
       392   185.021     8.463     8.650     2.245    -1.948    77.639   185.021  1024.712     0.540    31.831     8.695     0.085   102.669
       393   185.029     8.457     8.662     2.247    -1.950    77.780   185.029  1024.712     0.540    31.831     8.696     0.085   102.669
       394   185.038     8.450     8.673     2.248    -1.952    77.922   185.038  1024.712     0.540    31.831     8.696     0.085   102.669
       395   185.048     8.442     8.685     2.249    -1.954    78.064   185.048  1024.712     0.540    31.831     8.696     0.085   102.669
       396   185.058     8.435     8.697     2.250    -1.956    78.207   185.058  1024.712     0.540    31.831     8.696     0.085   102.669
       397   185.069     8.427     8.708     2.251    -1.958    78.350   185.069  1024.712     0.540    31.831     8.696     0.085   102.669
       398   185.080     8.419     8.720     2.252    -1.960    78.493   185.080  1024.712     0.540    31.831     8.696     0.085   102.669
       399   185.092     8.410     8.732     2.253    -1.962    78.637   185.092  1024.712     0.540    31.831     8.697     0.085   102.669
       400   185.104     8.401     8.744     2.255    -1.965    78.782   185.104  1024.712     0.540    31.831     8.697     0.085   102.669
       401   185.117     8.392     8.756     2.256    -1.967    78.927   185.117  1024.712     0.540    31.831     8.697     0.085   102.669
       402   185.130     8.382     8.768     2.257    -1.970    79.073   185.130  1024.712     0.540    31.831     8.697     0.085   102.669
       403   185.144     8.373     8.780     2.258    -1.973    79.219   185.144  1024.712     0.540    31.831     8.698     0.085   102.669
       404   185.159     8.362     8.792     2.259    -1.976    79.366   185.159  1024.712     0.540    31.831     8.698     0.085   102.669
       405   185.174     8.352     8.804     2.260    -1.978    79.514   185.174  1024.712     0.540    31.831     8.698     0.085   102.669
       406   185.190     8.341     8.816     2.262    -1.981    79.662   185.190  1024.711     0.540    31.831     8.698     0.085   102.669
       407   185.207     8.330     8.828     2.263    -1.985    79.812   185.207  1024.711     0.540    31.831     8.699     0.085   102.669
       408   185.224     8.319     8.840     2.264    -1.988    79.961   185.224  1024.711     0.540    31.831     8.699     0.085   102.669
       409   185.242     8.307     8.853     2.265    -1.991    80.112   185.242  1024.711     0.540    31.831     8.699     0.085   102.669
       410   185.261     8.295     8.865     2.266    -1.995    80.264   185.261  1024.711     0.540    31.831     8.700     0.085   102.669
       411   185.281     8.283     8.878     2.268    -1.998    80.416   185.281  1024.711     0.540    31.831     8.700     0.085   102.669
       412   185.302     8.270     8.890     2.269    -2.002    80.569   185.302  1024.711     0.540    31.831     8.700     0.085   102.669
       413   185.323     8.257     8.903     2.270    -2.006    80.723   185.323  1024.711     0.540    31.831     8.701     0.085   102.669
       414   185.345     8.244     8.916     2.271    -2.010    80.878   185.345  1024.711     0.540    31.832     8.701     0.085   102.669
       415   185.369     8.230     8.928     2.273    -2.014    81.034   185.369  1024.711     0.539    31.832     8.702     0.085   102.669
       416   185.393     8.216     8.941     2.274    -2.018    81.192   185.393  1024.711     0.539    31.832     8.702     0.085   102.669
       417   185.418     8.202     8.954     2.275    -2.022    81.350   185.418  1024.711     0.539    31.832     8.702     0.085   102.669
       418   185.445     8.188     8.967     2.276    -2.027    81.510   185.445  1024.711     0.539    31.832     8.703     0.085   102.669
       419   185.473     8.173     8.981     2.278    -2.031    81.672   185.473  1024.711     0.539    31.832     8.703     0.085   102.669
       420   185.502     8.158     8.994     2.279    -2.036    81.835   185.502  1024.711     0.539    31.832     8.704     0.085   102.669
       421   185.533     8.143     9.007     2.280    -2.041    81.999   185.533  1024.711     0.539    31.832     8.704     0.085   102.669
       422   185.564     8.128     9.021     2.282    -2.046    82.165   185.564  1024.711     0.539    31.832     8.705     0.085   102.669
       423   185.598     8.112     9.035     2.283    -2.051    82.333   185.598  1024.711     0.539    31.832     8.706     0.085   102.669
       424   185.633     8.096     9.049     2.284    -2.057    82.503   185.633  1024.711     0.539    31.832     8.706     0.085   102.669
       425   185.669     8.080     9.063     2.286    -2.062    82.674   185.669  1024.711     0.539    31.832     8.707     0.085   102.669
       426   185.708     8.063     9.077     2.287    -2.068    82.847   185.708  1024.710     0.538    31.832     8.707     0.085   102.669
       427   185.748     8.046     9.091     2.288    -2.074    83.022   185.748  1024.710     0.538    31.832     8.708     0.084   102.669
       428   185.790     8.029     9.106     2.290    -2.080    83.199   185.790  1024.710     0.538    31.832     8.709     0.084   102.669
       429   185.835     8.012     9.120     2.291    -2.086    83.378   185.835  1024.710     0.538    31.832     8.710     0.084   102.669
       430   185.881     7.995     9.135     2.293    -2.093    83.560   185.881  1024.710     0.538    31.832     8.710     0.084   102.669
       431   185.930     7.977     9.150     2.294    -2.100    83.743   185.930  1024.710     0.538    31.832     8.711     0.084   102.669
       432   185.981     7.959     9.166     2.296    -2.107    83.930   185.981  1024.710     0.538    31.832     8.712     0.084   102.669
       433   186.035     7.941     9.181     2.297    -2.114    84.118   186.035  1024.710     0.538    31.832     8.713     0.084   102.669
       434   186.092     7.923     9.197     2.299    -2.121    84.309   186.092  1024.710     0.537    31.832     8.714     0.084   102.669
       435   186.152     7.904     9.213     2.300    -2.129    84.503   186.152  1024.710     0.537    31.832     8.715     0.084   102.669
       436   186.216     7.885     9.229     2.302    -2.137    84.700   186.216  1024.710     0.537    31.832     8.716     0.084   102.669
       437   186.282     7.866     9.245     2.303    -2.145    84.900   186.282  1024.709     0.537    31.832     8.717     0.084   102.669
       438   186.353     7.847     9.262     2.305    -2.153    85.103   186.353  1024.709     0.537    31.832     8.718     0.084   102.669
       439   186.427     7.828     9.279     2.307    -2.162    85.309   186.427  1024.709     0.536    31.832     8.719     0.084   102.669
       440   186.506     7.809     9.296     2.308    -2.171    85.519   186.506  1024.709     0.536    31.833     8.721     0.084   102.669
       441   186.589     7.789     9.313     2.310    -2.180    85.733   186.589  1024.709     0.536    31.833     8.722     0.084   102.669
       442   186.678     7.769     9.331     2.312    -2.190    85.950   186.678  1024.709     0.536    31.833     8.723     0.084   102.669
       443   186.772     7.750     9.349     2.313    -2.200    86.171   186.772  1024.709     0.535    31.833     8.725     0.084   102.669
       444   186.872     7.730     9.368     2.315    -2.210    86.397   186.872  1024.708     0.535    31.833     8.726     0.084   102.669
       445   186.978     7.710     9.387     2.317    -2.221    86.627   186.978  1024.708     0.535    31.833     8.728     0.083   102.669
